Registration Number,International Designator,Object Name,Country of Origin,Date of Launch,Function,Status,Registration Document,UN Registered,GSO Location,Date of Decay or Change,Secretariat Remarks,External Website,Launch Vehicle,Place of Launch,Apogee (km),Perigee (km),Inclination (degrees),Period (minutes),NORAD_CAT_ID,SATCAT_OBJECT_TYPE,SATCAT_OPS_STATUS,SATCAT_RCS,SATCAT_DECAY_DATE
2019-LT-02,2019-018AF,,Lithuania,2019-04-01,Technology demonstration,decayed,/osoindex/data/documents/lt/st/stsgser.e913.html,T,,2023-07-20,------,,,,194.0,178.0,97.34,88.22,44109,PAY,D,,2023-07-19
2019-LT-01 ,2019-018AD,,Lithuania,2019-04-01,Technology demonstration,decayed,/osoindex/data/documents/lt/st/stsgser.e913.html,T,,2023-11-29,------,,,,149.0,135.0,97.36,87.33,44105,PAY,D,,2023-11-26
ROLEU.ESP.21,2019-018AB,,Spain,2019-04-01,"Technology demonstration. Nanosatellite that complies with the 2U standard and carries as payloads an ADS-B receiver for tracking aircraft and a bidirectional communication system for monitoring assets in remote areas, both payloads being  designed for use exclusively in the civilian sector. Capacity to operate in a constellation with Aistechsat-2.",decayed,/osoindex/data/documents/es/st/stsgser.e955.html,T,,2024-04-23,------,,,,154.0,138.0,97.17,87.41,44103,PAY,D,,2024-04-19
3510-2019-001,2019-013A,,Russian Federation,2019-03-14,"Delivery to the International Space Station of
the crew of Expeditions 59 and 60, consisting
of Aleksei Nikolaevich Ovchinin (Russian
Federation), commander of the piloted
transport vehicle, and flight engineers Nick
Hague and Christina Koch (both of the
United States of America).",recovered,/osoindex/data/documents/ru/st/stsgser.e892.html,T,,2019-10-03,------,,,,421.0,411.0,51.64,92.9,44069,PAY,D,,2019-10-03
2014-076A-E,2014-076*,,Japan,2019-02-21,"P-01 is a small object designed to make contact with the surface of Ryugu, with the aim of collecting surface material",on Ryugu,/osoindex/data/documents/jp/st/stsgser.e1011.html,T,,2019-09-21,International Designator pending assignment. Deployed from Hayabusa2 (international designator 2014-076A). Date of launch is date of deployment.,www.hayabusa2.jaxa.jp/en,,,,,,,,,,,
MYSat 1,2018-092F,,United Arab Emirates,2019-02-13,"MySat-1 demonstrates the educational value of remote sensing technologies through operation of its camera and testing of a coin-cell battery based on novel technology developed at Khalifa University, and generates flight heritage for student-built on-board software.",decayed,/osoindex/data/documents/ae/st/stsgser.e905.html,T,,2022-12-16,Date of launch of cargo craft provided in ST/SG/SER.E/905. Date of launch is date of deployment from CYGNUS OA-10 (international designator 2018-092A).,,,,158.0,151.0,51.6,87.58,44045,PAY,D,,2022-12-16
1003,2019-007A,"(SAUDIGEOSAT 1, SGS 1)",Greece,2019-02-05,Telecommunication geostationary satellite that operates in Ku-band and Ka-band,in GSO,/osoindex/data/documents/gr/st/stsgser.e1044.html,T,+039 degrees East,,------,http://www.hellas-sat.net,,,35803.85,35767.11,0.07,1436.04,44034,PAY,+,,
2019-DK-01,1998-067PW,,Denmark,2019-01-31,"The Delphini-1 satellite is an educational project at Aarhus University and is, at the same time, a proof-of-concept mission to start up a Nano-satellite Programme at the Department of Physics and Astronomy, Department of Engineering and the Department of Geosciences. Delphini-1 will use the onboard camera to take pictures of the Earth and will attempt to perform time series observations of stars.",decayed,/osoindex/data/documents/dk/st/stsgser.e888.html,T,,2021-03-14,Date of launch is date of deployment from the ISS. Estimated date of decay provided by the State of registry in ST/SG/SER.E/888.,http://ausat.au.dk,,,185.0,177.0,51.61,88.12,44030,PAY,D,,2021-03-14
HYXZ 0-01,2018-112F,(CHONGQING 1),China,2018-12-29,"Communications, etc.",in orbit,/osoindex/data/documents/cn/st/stsgser.e898.html,T,,,------,,,,1100.0,1090.0,50.01,107.16,43914,PAY,+,,
3509-2018-016,2018-111B,,Russian Federation,2018-12-27,Earth remote sensing ,in orbit,/osoindex/data/documents/ru/st/stsgser.e879.html,T,,,------,,,,463.0,461.0,97.38,93.83,43877,PAY,+,,
3508-2018-016,2018-111A,,Russian Federation,2018-12-27,Earth remote sensing ,in orbit,/osoindex/data/documents/ru/st/stsgser.e879.html,T,,,------,,,,496.0,494.0,97.37,94.51,43876,PAY,+,,
ROLEU.ESP.22,2018-111AJ,,Spain,2018-12-27,Educational. Bidirectional system for the transmission of data for the FIRE-RS programme and services for the radio amateur community.,decayed,/osoindex/data/documents/es/st/stsgser.e955.html,T,,2024-02-14,Mentioned by the Russian Federation in ST/SG/SER.E/879.,,,,188.0,185.0,97.08,88.22,43908,PAY,D,,2024-02-13
ZA-004,2018-111AH,,South Africa,2018-12-27,"ZaCube-2 is a technology demonstrator mission and is equipped with an Automatic Identification System (AIS) receiver as its main payload through which navigational data is received. 
ZACube-2 also carries a near infra-red imager for forest fire detection.
",in orbit,/osoindex/data/documents/za/st/stsgser.e899.html,T,,,Mentioned by the Russian Federation in ST/SG/SER.E/879.,,,,153.0,137.0,97.05,87.38,43907,PAY,D,,2024-04-24
D-R063,2018-111F,,Germany,2018-12-27,"The D-Star ONE Sparrow spacecraft is designed for technology demonstration and amateur radio purposes. It will qualify several subsystems developed and manufactured by German Orbital Systems GmbH in Berlin, Germany. It will further demonstrate a D-Star compatible UHF transceiver which will offer services to the amateur radio community. As a secondary payload, it will fly an ADS-B receiver.",in orbit,/osoindex/data/documents/de/st/stsgser.e907.html,T,,,Mentioned by the Russian Federation in ST/SG/SER.E/879.,http://orbitalsystems.de,,,435.0,432.0,97.61,93.25,43881,PAY,+,,
D-R064,2018-111D,,Germany,2018-12-27,"The ISAT spacecraft is designed for technology demonstration and amateur radio purposes. It will qualify several subsystems developed and manufactured by German Orbital Systems GmbH in Berlin, Germany. It will further demonstrate a D-Star compatible UHF transceiver which will offer services to the amateur radio community. As a secondary payload, it will fly an ADS-B receiver",in orbit,/osoindex/data/documents/de/st/stsgser.e907.html,T,,,Mentioned by the Russian Federation in ST/SG/SER.E/879.,http://orbitalsystems.de,,,443.0,438.0,97.59,93.39,43879,PAY,+,,
D-R065,2018-111E,,Germany,2018-12-27,UWE-4 is dedicated to demonstrating and characterising an electric propulsion system on a 1U cubesat and serves as an education project for students of various disciplines.,in orbit,/osoindex/data/documents/de/st/stsgser.e907.html,T,,,Mentioned by the Russian Federation in ST/SG/SER.E/879. Estimated date of re-entry provided in ST/SG/SER.E/907.,,,,467.0,457.0,97.59,93.84,43880,PAY,+,,
3507-2018-015,2018-107A,,Russian Federation,2018-12-21,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in GSO,/osoindex/data/documents/ru/st/stsgser.e879.html,T,,,------,,,,35787.73,35786.16,0.04,1436.11,43867,PAY,+,,
CE 4,2018-103A,CHANG'E 4,China,2018-12-07,Lunar exploration,on Moon,/osoindex/data/documents/cn/st/stsgser.e898.html,T,,, Reported by China as carrying radioisotope heat sources in A/AC.105/1207. ,,,,,,,,43845,PAY,+,,
FIN-4-SAT-2018,2018-099AU,,Finland,2018-12-03,"Experimental satellite, carrying a synthetic aperture radar. Data will be provided commercially.",in orbit,/osoindex/data/documents/fi/st/stsgser.e878.html,T,,,------,,,,528.0,514.0,97.46,95.05,43800,PAY,+,,
FIN-5-SAT-2018,2018-099AY,,Finland,2018-12-03,Space weather and ionosphere research,in orbit,/osoindex/data/documents/fi/st/stsgser.e878.html,T,,,------,,,,503.0,489.0,97.45,94.53,43804,PAY,+,,
3506-2018-014,2018-098A,,Russian Federation,2018-12-03,"Delivery to the International Space Station of the crew of Expeditions 58 and 59, consisting of Oleg Dmitrievich Kononenko (Russian Federation), commander of the manned transport vehicle, and flight engineers David Saint-Jacques (Canada) and Anne McClain (United States of America).",recovered,/osoindex/data/documents/ru/st/stsgser.e879.html,T,,2019-06-25,------,,,,419.0,407.0,51.63,92.83,43756,PAY,D,,2019-06-25
D-R074,2018-099BB,,Germany,2018-12-03,Eu:CROPIS (Euglena Combined Regenerative Organic Food Production in Space) is focusing on testing the long-term stability of a biological life support system for missions to the Moon or Mars. It should demonstrate that such a closed life support system (CLSS) can be operated and reinitiated under various gravity conditions.,in orbit,/osoindex/data/documents/de/st/stsgser.e907.html,T,,,------ ,https://www.dlr.de/dlr/en/desktopdefault.aspx/tabid-11082/,,,517.0,510.0,97.45,94.89,43807,PAY,+,,
D-R066,2018-099Y,,Germany,2018-12-03,University nanosatellite for educational purposes and technology demonstration. Satellite can send telemetry and receive commands.,in orbit,/osoindex/data/documents/de/st/stsgser.e907.html,T,,,------ ,,,,166.0,141.0,97.45,87.56,43780,PAY,D,,2025-07-13
ROLEU.ESP.20,2018-099L,,Spain,2018-12-03,"Technology demonstration. Nanosatellite that complies with the 2U standard and carries as payloads an ADS-B receiver for tracking aircraft and a bidirectional communication system for monitoring assets in remote areas, both payloads being designed for use exclusively in the civilian sector.",in orbit,/osoindex/data/documents/es/st/stsgser.e955.html,T,,,------,,,,530.0,524.0,97.46,95.17,43768,PAY,+,,
4,2018-099BJ,,Poland,2018-12-03,"PW-Sat2 is the second Polish student satellite (and the fourth Polish satellite in general). The project was started in 2013 by members of the Students’ Space Association at the Warsaw University of Technology.  PW-Sat2’s main technical goal is to test new deorbit technology in form of a large deorbit sail whereas the project’s purpose is to educate a group of new space engineers. The satellite’s transmitter frequency is 435.275 MHz and its receiver frequency is 145.900 MHz. The ground station for receiving telemetry and transmitting telecommands is located in Warsaw, Poland. ",decayed,/osoindex/data/documents/pl/st/stsgser.e874.html,T,,2021-02-23,"Information concerning deorbit plan, expected orbital lifetime and weblink to deorbit analyses provided in ST/SG/SER.E/874.",http://pw-sat.pl/en,,,225.0,205.0,97.76,88.8,43814,PAY,D,,2021-02-23
M1,2018-099*,,Australia,2018-12-03,Research satellite that is equipped with automatic identification system (AIS) and Automatic dependent surveillance-broadcast (ADS–B) receivers and a software-defined radio,in orbit,/osoindex/data/documents/au/st/stsgser.e916.html,T,,,International Designator pending assignment. Notification that object no longer functional as of 01/03/2019 provided in ST/SG/SER.E/916.,,,,,,,,,,,,
Sirion Pathfinder-2 ,2018-099B,(HELIOS WIRE PATHFINDER 2),Australia,2018-12-03,Telecommunications ,in orbit,/osoindex/data/documents/au/st/stsgser.e916.html,T,,,------,,,,535.0,523.0,97.45,95.22,43759,PAY,+,,
Centauri 2,2018-099BD,,Australia,2018-12-03,Telecommunications,in orbit,/osoindex/data/documents/au/st/stsgser.e916.html,T,,,------ ,,,,534.0,515.0,97.45,95.12,43809,PAY,+,,
3504-2018-013,2018-097B,,Russian Federation,2018-11-30,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e872.html,T,,,------,,,,1508.0,1480.0,82.52,115.86,43752,PAY,+,,
3505-2018-013,2018-097C,,Russian Federation,2018-11-30,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e872.html,T,,,------,,,,1510.0,1479.0,82.51,115.86,43753,PAY,+,,
3503-2018-013,2018-097A,,Russian Federation,2018-11-30,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e872.html,T,,,------ ,,,,1511.0,1478.0,82.52,115.86,43751,PAY,+,,
2018-COL-01,2018-096C,,Colombia,2018-11-29,FACSat-1 is a 3U amateur nanosatellite equipped with an optical camera with a 30m ground sample distance. FACSat-1 is intended for capacity-building in space technology by the Colombians Air Force.,decayed,/osoindex/data/documents/co/st/stsgser.e885.html,T,,2023-06-03,Notification by State of registry that the space object completed its duty and service life on 7 June 2023 in ST/SG/SER.E/885/Add.1,,,,196.0,174.0,97.3,88.2,43721,PAY,D,,2023-06-02
Centauri 1,2018-096D,,Australia,2018-11-29,Telecommunications,decayed,/osoindex/data/documents/au/st/stsgser.e916.html,T,,2023-03-20,------,,,,157.0,138.0,97.3,87.44,43722,PAY,D,,2023-03-17
FIN-3-SAT-2018,2018-096AA,,Finland,2018-11-29,2U cubesat designed for peaceful demonstration purposes,decayed,/osoindex/data/documents/fi/st/stsgser.e878.html,T,,2023-10-22,------,https://reaktorspace.com/reaktor-hello-world/,,,150.0,135.0,97.29,87.33,43743,PAY,D,,2023-10-22
MY009,2018-096V,,Malaysia,2018-11-29,"Technology development and demonstration
",decayed,/osoindex/data/documents/my/a/aac.105inf453.html,T,,2022-12-09,------,,,,167.0,154.0,97.34,87.7,43738,PAY,D,,2022-12-09
ROLEU.ESP.19,2018-096K,,Spain,2018-11-29,"Education, technology demonstration and Earth observation through a VGA camera",in orbit,/osoindex/data/documents/es/st/stsgser.e955.html,T,,,------,,,,209.0,195.0,97.3,88.53,43728,PAY,D,,2023-03-25
2018-MA-SC-002,2018-095A,,Morocco,2018-11-21,Earth observation,in orbit,/osoindex/data/documents/ma/st/stsgser.e1036.html,T,,,Mentioned by France in ST/SG/SER.E/886.  ,,,,639.0,638.0,97.96,97.49,43717,PAY,+,,
3502-2018-012,2018-091A,,Russian Federation,2018-11-16,"Delivery to the International Space Station of fuel, water, oxygen, air, food, scientific equipment and other consumable materials required for the crew, scientific experiments and operation of the Station.",deorbited,/osoindex/data/documents/ru/st/stsgser.e872.html,T,,2019-06-04,------,,,,418.0,408.0,51.64,92.83,43702,PAY,D,,2019-06-04
Proxima I,2018-088E,,Australia,2018-11-11,Telecommunications,decayed,/osoindex/data/documents/au/st/stsgser.e916.html,T,,2024-05-18,Mentioned by New Zealand in ST/SG/SER.E/911.,,,,165.0,150.0,84.99,87.64,43694,PAY,D,,2024-05-18
Proxima II,2018-088G,,Australia,2018-11-11,Telecommunications,decayed,/osoindex/data/documents/au/st/stsgser.e916.html,T,,2024-05-20,Mentioned by New Zealand in ST/SG/SER.E/911.,,,,155.0,139.0,84.99,87.43,43696,PAY,D,,2024-05-20
3501-2018-011,2018-086A,(GLONASS),Russian Federation,2018-11-03,Work on the Global Navigation Satellite System (GLONASS),in orbit,/osoindex/data/documents/ru/st/stsgser.e872.html,T,,,------,,,,19148.0,19112.0,64.29,675.73,43687,PAY,+,,
CFOSAT 1,2018-083A,,China,2018-10-29,Marine observation,in orbit,/osoindex/data/documents/cn/st/stsgser.e898.html,T,,,------,,,,518.0,515.0,97.36,94.96,43662,PAY,+,,
2014-076A-D,2014-076*,TARGET MARKER B,Japan,2018-10-25,TM-B is a target marker for a touchdown operation by Hayabusa2,on Ryugu,/osoindex/data/documents/jp/st/stsgser.e966.html,T,,2018-10-25,International Designator pending assignment. Deployed from Hayabusa2 (international designator 2014-076A). Date of launch is date of deployment.,,,,,,,,,,,,
3500-2018-010,2018-082A,,Russian Federation,2018-10-25,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e868.html,T,,,------,,,,908.0,902.0,67.15,103.1,43657,PAY,+,,
RA 11,2018-076A,,Argentina,2018-10-07,------,in orbit,/osoindex/data/documents/ar/st/stsgser.e893.html,T,,,Date of launch is 2018-10-08 using UTC.,,,,624.0,621.0,97.88,97.16,43641,PAY,+,,
